wikipedia_title,wikipedia_url,question_original,question,question_type,answer,evidence,evidence_section_id,evidence_section_title,dataset_name,dataset_category_id,wikipedia_url_used_in_train,encyclopedic_vqa_split,dataset_image_ids
Erebia medusa,https://en.wikipedia.org/wiki/Erebia_medusa,What kind of line is on the larva of the erebia medusa?,What kind of line is on the larva of this butterfly?,automatic,light-edged dark dorsal line,,4,Description in Seitz,inaturalist,1848,True,test,2752947
Erica lusitanica,https://en.wikipedia.org/wiki/Erica_lusitanica,In what conditions does erica lusitanica become noxious?,In what conditions does this plant become noxious?,automatic,certain climates,,3,Naturalization,inaturalist,7736,True,test,2721150
Eriogonum cinereum,https://en.wikipedia.org/wiki/Eriogonum_cinereum,What part of southern california is eriogonum cinereum endemic to?,What part of southern california is this plant endemic to?,automatic,coastline,,1,Distribution,inaturalist,7525,True,test,2708213
Eriogonum wrightii,https://en.wikipedia.org/wiki/Eriogonum_wrightii,What shade of pink are the flowers of eriogonum wrightii?,What shade of pink are the flowers of this plant?,automatic,light,,1,Description,inaturalist,7535,True,test,2687678
Erodium texanum,https://en.wikipedia.org/wiki/Erodium_texanum,What part of mexico is erodium texanum native to?,What part of mexico is this plant native to?,automatic,northern,,0,Erodium texanum,inaturalist,8369,True,test,2738887
Erythronium sibiricum,https://en.wikipedia.org/wiki/Erythronium_sibiricum,Who gave the species status to the erythronium sibiricum?,Who gave the species status to this plant?,automatic,Porphyry Nikitic Krylov,,3,Systematics,inaturalist,6158,True,test,2746391
Eschscholzia californica,https://en.wikipedia.org/wiki/Eschscholzia_californica,eschscholzia californica is known as what in california?,What is this plant known as in California?,automatic,state flower,,10,State flower of California,inaturalist,9175,True,test,2699212
Eucalyptus camaldulensis,https://en.wikipedia.org/wiki/Eucalyptus_camaldulensis,On which sides are the leaves of the eucalyptus camaldulensis the same dull green or greyish green colour?,On which sides are the leaves of this plant the same dull green or greyish green colour?,automatic,both sides,,1,Description,inaturalist,9010,True,test,2744884
Euchloe ausonides,https://en.wikipedia.org/wiki/Euchloe_ausonides,How did non-native grazers become a threat to the euchloe ausonides?,How did non-native grazers become a threat to this butterfly?,automatic,introduced by people,,10,Threats,inaturalist,2070,True,test,2779656
Eudynamys scolopaceus,https://en.wikipedia.org/wiki/Asian_koel,"Along with iran, pakistan, bangladesh and sri lanka, in what country does the asian koel breed?","Along with iran, pakistan, bangladesh and sri lanka, in what country does this bird breed?",automatic,India,,3,Distribution and habitat,inaturalist,3588,True,test,2715897
Euodice malabarica,https://en.wikipedia.org/wiki/Indian_silverbill,"In addition to scrub habitats, where does the indian silverbill forage?","In addition to scrub habitats, where does this bird forage?",automatic,grassland,,0,Indian silverbill,inaturalist,3797,True,test,2779787
Eupatorium perfoliatum,https://en.wikipedia.org/wiki/Eupatorium_perfoliatum,What genus does eupatorium perfoliatum belong to?,What genus does this plant belong to?,automatic,Eupatorium,,1,Description,inaturalist,6789,True,test,2781870
Eupeodes corollae,https://en.wikipedia.org/wiki/Eupeodes_corollae,Who provided information on the biology of the eupeodes corollae in 1981?,Who provided information on the biology of this insect in 1981?,automatic,Marcos-Garcia,,3,Biology,inaturalist,473,True,test,2750007
Euphyes dion,https://en.wikipedia.org/wiki/Euphyes_dion,When was euphyes dion alabamae described?,When was this insect described?,automatic,1923,,1,Subspecies,inaturalist,1366,True,test,2722013
Eupsittula pertinax,https://en.wikipedia.org/wiki/Brown-throated_parakeet,"In addition to woodland, where else is the brown-throated parakeet found?","In addition to woodland, where else is this bird found?",automatic,savanna and scrub,,3,Distribution and habitat,inaturalist,4513,True,test,2713600
Eurybia divaricata,https://en.wikipedia.org/wiki/Eurybia_divaricata,What is the status of the white wood aster in the united states?,What is the status of this plant in the united states?,automatic,abundant and common,,0,Eurybia divaricata,inaturalist,6792,True,test,2696898
Eutrochium purpureum,https://en.wikipedia.org/wiki/Eutrochium_purpureum,Who recognizes two or three varieties of eutrochium purpureum?,Who recognizes two or three varieties of this plant?,automatic,current botanical authorities,,2,Taxonomy,inaturalist,6798,True,test,2695341
Exaireta spinigera,https://en.wikipedia.org/wiki/Exaireta_spinigera,"Besides hawaii and belgium, what other country has the garden soldier fly been introduced to?","Besides hawaii and belgium, what other country has this insect been introduced to?",automatic,New Zealand,,0,Exaireta spinigera,inaturalist,457,True,test,2747158
Fagus sylvatica,https://en.wikipedia.org/wiki/Fagus_sylvatica,What type of carpentry is european beech wood particularly well suited for?,What type of carpentry is this tree wood particularly well suited for?,automatic,minor,,8,Timber,inaturalist,8165,True,test,2768702
Ficus microcarpa,https://en.wikipedia.org/wiki/Ficus_microcarpa,What texture is the bark of the ficus microcarpa?,What texture is the bark of this plant?,automatic,smooth,,2,Description,inaturalist,9308,True,test,2745450
Ficus petiolaris,https://en.wikipedia.org/wiki/Ficus_petiolaris,What type of light does the petiolate fig prefer?,What type of light does this plant prefer?,automatic,partial shade,,0,Ficus petiolaris,inaturalist,9309,True,test,2699071
Ficus religiosa,https://en.wikipedia.org/wiki/Ficus_religiosa,What millennium bce is the earliest record of the use of ficus religiosa in human culture?,What millennium bce is the earliest record of the use of this plant in human culture?,automatic,third,,8,In heritage,inaturalist,9311,True,test,2768712
Florisuga mellivora,https://en.wikipedia.org/wiki/White-necked_jacobin,How often does the white-necked jacobin migrate?,How often does this bird migrate?,automatic,seasonally,,5,Movement,inaturalist,3320,True,test,2732482
Frasera caroliniensis,https://en.wikipedia.org/wiki/Frasera_caroliniensis,What are the characteristics of the taproot of the frasera caroliniensis?,What are the characteristics of the taproot of this plant?,automatic,thick and fleshy,,1,Description,inaturalist,8293,True,test,2697009
Fratercula arctica,https://en.wikipedia.org/wiki/Atlantic_puffin,What type of temperature increase may have benefits for some northern atlantic puffin colonies?,What type of temperature increase may have benefits for some northern atlantic this bird colonies?,automatic,sea surface,,13,Climate change,inaturalist,3342,True,test,2758846
Fuchsia magellanica,https://en.wikipedia.org/wiki/Fuchsia_magellanica,What type of plant is the fuchsia magellanica?,What type of plant is this?,automatic,sub-shrub,,1,Description,inaturalist,9049,False,test,2771159
Fuchsia magellanica,https://en.wikipedia.org/wiki/Fuchsia_magellanica,What does the fuchsia magellanica do profusely?,What does this plant do profusely?,automatic,blossoms,,1,Description,inaturalist,9049,False,test,2783929
Fuchsia magellanica,https://en.wikipedia.org/wiki/Fuchsia_magellanica,How tall does the fuchsia magellanica grow in colder climates?,How tall does this plant grow in colder climates?,automatic,4–5 feet,,1,Description,inaturalist,9049,False,test,2756151
Fuchsia magellanica,https://en.wikipedia.org/wiki/Fuchsia_magellanica,What can the fuchsia magellanica do to 10 feet in height?,What can this plant do to 10 feet in height?,automatic,grow,,1,Description,inaturalist,9049,False,test,2696098
Fuchsia magellanica,https://en.wikipedia.org/wiki/Fuchsia_magellanica,In what type of climate does the fuchsia magellanica grow to 4 to 5 feet?,In what type of climate does this plant grow to 4 to 5 feet?,automatic,colder,,1,Description,inaturalist,9049,False,test,2758385
Fuchsia magellanica,https://en.wikipedia.org/wiki/Fuchsia_magellanica,"Along with red, purple and pink, what is a color of fuchsia magellanica flower?","Along with red, purple and pink, what is a color of this flower?",automatic,lavender,,1,Description,inaturalist,9049,False,test,2765352
Fuchsia magellanica,https://en.wikipedia.org/wiki/Fuchsia_magellanica,What are the brightest colors of the fuchsia magellanica flowers?,What are the brightest colors of this flower?,automatic,red and purple,,1,Description,inaturalist,9049,False,test,2739452
Fuchsia magellanica,https://en.wikipedia.org/wiki/Fuchsia_magellanica,What is the status of fuchsia magellanica in australia?,What is the status of this plant in australia?,automatic,naturalised,,2,Distribution,inaturalist,9049,False,test,2774118
Fuchsia magellanica,https://en.wikipedia.org/wiki/Fuchsia_magellanica,What measurement does the fuchsia magellanica use to determine its range?,What measurement does this plant use to determine its range?,automatic,latitude,,2,Distribution,inaturalist,9049,False,test,2757792
Fuchsia magellanica,https://en.wikipedia.org/wiki/Fuchsia_magellanica,What type of position does the fuchsia magellanica prefer?,What type of position does this plant prefer?,automatic,sunny,,3,Cultivation,inaturalist,9049,False,test,2705256
Fumaria officinalis,https://en.wikipedia.org/wiki/Fumaria_officinalis,What type of duct is fumaria officinalis used to treat in austria?,What type of duct is this plant used to treat in austria?,automatic,biliary,,6,Herbalism,inaturalist,9180,True,test,2742947
Galium boreale,https://en.wikipedia.org/wiki/Galium_boreale,Is the galium boreale native or a non-native species?,Is this plant native or a non-native species?,automatic,native,,2,Habitat and distribution,inaturalist,8339,True,test,2698092
Galium boreale,https://en.wikipedia.org/wiki/Galium_boreale,When was galium boreale first described?,When was this plant first described?,automatic,1753,,4,Taxonomy,inaturalist,8339,True,test,2761849
Gallirallus philippensis,https://en.wikipedia.org/wiki/Buff-banded_rail,Is the buff-banded rail shy or bold?,Is this bird shy or bold?,automatic,shy,,1,Description,inaturalist,3664,True,test,2786776
Gaultheria hispidula,https://en.wikipedia.org/wiki/Gaultheria_hispidula,What does the creeping snowberry produce from august to september?,What does this plant produce from august to september?,automatic,fruits,,0,Gaultheria hispidula,inaturalist,7742,True,test,2719291
Gaultheria shallon,https://en.wikipedia.org/wiki/Gaultheria_shallon,"Besides shallon and gaultheria, what is the english name for gaultheria shallon?","Besides shallon and gaultheria, what is the english name for this plant?",automatic,salal,,0,Gaultheria shallon,inaturalist,7744,True,test,2771653
Gavia stellata,https://en.wikipedia.org/wiki/Red-throated_loon,"Along with turkatrae-turkatrae, what call of the red-throated loon was thought to indicate fine weather?","Along with turkatrae-turkatrae, what call of this bird was thought to indicate fine weather?",automatic,gaa-gaa-gaa,,10,In human culture,inaturalist,3644,True,test,2748752
Glareola pratincola,https://en.wikipedia.org/wiki/Collared_pratincole,Is the collared pratincole native or migratory to the old world?,Is this bird native or migratory to the old world?,automatic,native,,0,Collared pratincole,inaturalist,3378,True,test,2710884
Gliricidia sepium,https://en.wikipedia.org/wiki/Gliricidia_sepium,Where was gliricidia sepium spread from its native range?,Where was this plant spread from its native range?,automatic,throughout the tropics,,2,Uses,inaturalist,7964,True,test,2746343
Gliricidia sepium,https://en.wikipedia.org/wiki/Gliricidia_sepium,What kind of wood can be made from gliricidia sepium?,What kind of wood can be made from this plant?,automatic,firewood,,2,Uses,inaturalist,7964,True,test,2777566
Goodyera pubescens,https://en.wikipedia.org/wiki/Goodyera_pubescens,goodyera pubescens can thrive in more types of what?,this plant can thrive in more types of what?,automatic,soil,,3,Ecology,inaturalist,6040,True,test,2689582
Graphium agamemnon,https://en.wikipedia.org/wiki/Graphium_agamemnon,What color are graphium agamemnon eggs?,What color are this butterfly eggs?,automatic,pale yellow,,7,Eggs,inaturalist,2002,True,test,2748757
Grus americana,https://en.wikipedia.org/wiki/Whooping_crane,Where are the whooping cranes breeding grounds?,Where are the breeding grounds of this bird?,automatic,Canada,,5,"Individual recognition, territorial and partnership fidelity",inaturalist,3650,True,test,2731016
Gymnogyps californianus,https://en.wikipedia.org/wiki/California_condor,Who incubates the egg of a california condor?,Who incubates the egg of this bird?,automatic,both parents,,7,Breeding,inaturalist,3334,True,test,2697842
Gymnorhina tibicen,https://en.wikipedia.org/wiki/Australian_magpie,Which sex of australian magpie are similar in appearance?,Which sex of this bird are similar in appearance?,automatic,male and female,,0,Australian magpie,inaturalist,3699,True,test,2768624
Gymnorhina tibicen,https://en.wikipedia.org/wiki/Australian_magpie,How did the australian magpie fare against the australian white ibis?,How did this bird fare against the australian white ibis?,automatic,narrowly ahead,,12,Cultural references,inaturalist,3699,True,test,2738527
Gypaetus barbatus,https://en.wikipedia.org/wiki/Bearded_vulture,What is the bearded vulture's status in ethiopia?,What is this bird's status in ethiopia?,automatic,most common,,8,Threats,inaturalist,3157,True,test,2778905
Gyps africanus,https://en.wikipedia.org/wiki/White-backed_vulture,"What does the white-backed vulture have an estimated 24,300,000 km2 of?","What does this bird have an estimated 24,300,000 km2 of?",automatic,range,,2,Distribution and habitat,inaturalist,3158,True,test,2695326
Gyps africanus,https://en.wikipedia.org/wiki/White-backed_vulture,How many breeding pairs of white-backed vultures were in botswana in 2007?,How many breeding pairs of this bird were in botswana in 2007?,automatic,73,,5,Breeding,inaturalist,3158,True,test,2774960
Hackelia virginiana,https://en.wikipedia.org/wiki/Hackelia_virginiana,What is the wetland indicator status of hackelia virginiana?,What is the wetland indicator status of this plant?,automatic,FACU,,2,Description,inaturalist,7149,True,test,2750239
Haematopus unicolor,https://en.wikipedia.org/wiki/Variable_oystercatcher,"What is the maximum length of a stewart island variable oystercatcher, in centimeters?","What is the maximum length of this bird, in centimeters?",automatic,47,,1,Description,inaturalist,3386,True,test,2785342
Haematopus unicolor,https://en.wikipedia.org/wiki/Variable_oystercatcher,haematopus unicolor is never found more than how many kilometers from the coast?,This bird is never found more than how many kilometers from the coast?,automatic,30,,2,Distribution and habitat,inaturalist,3386,True,test,2696504
Haliaeetus leucocephalus,https://en.wikipedia.org/wiki/Bald_eagle,What is described about the plumage of the bald eagle and the white-tailed eagle in juveniles?,What is described about the plumage of this bird and the white-tailed eagle in juveniles?,automatic,differences,,26,Identification,inaturalist,3161,True,test,2775013
Hamelia patens,https://en.wikipedia.org/wiki/Hamelia_patens,What part of the firebush contains tannins?,What part of this plant contains tannins?,automatic,bark,,4,Chemical constituents,inaturalist,8346,True,test,2745370
Harmonia conformis,https://en.wikipedia.org/wiki/Harmonia_conformis,Is the harmonia conformis found or introduced in australia?,Is this beetle found or introduced in australia?,automatic,found,,0,Harmonia conformis,inaturalist,325,True,test,2698034
Helianthus debilis,https://en.wikipedia.org/wiki/Helianthus_debilis,What are the leaves of the helianthus debilis variable in?,What are the leaves of this plant variable in?,automatic,shape and size,,0,Helianthus debilis,inaturalist,6825,True,test,2744268
Hemidactylus frenatus,https://en.wikipedia.org/wiki/Common_house_gecko,Is the common house gecko a native or introduced species?,Is this lizard a native or introduced species?,automatic,introduced,,5,Physiology,inaturalist,5004,True,test,2769140
Hemidactylus frenatus,https://en.wikipedia.org/wiki/Common_house_gecko,hemidactylus frenatus has a similar gonad structure to the remainder of what family?,this gecko has a similar gonad structure to the remainder of what family?,automatic,gecko,,6,Reproductive biology,inaturalist,5004,True,test,2706803
Hibiscus denudatus,https://en.wikipedia.org/wiki/Hibiscus_denudatus,What color are the leaves of the rock hibiscus?,What color are the leaves of this plant?,automatic,medium yellow green,,1,Plant form,inaturalist,8944,True,test,2692874
Himantopus mexicanus,https://en.wikipedia.org/wiki/Black-necked_stilt,What does the black-necked stilt use alkali flats for besides roosting?,What does this bird use alkali flats for besides roosting?,automatic,resting,,4,Food and feeding,inaturalist,3443,True,test,2697118
Hordeum jubatum,https://en.wikipedia.org/wiki/Hordeum_jubatum,What kind of rooted plant is foxtail barley?,What kind of rooted plant is this?,automatic,shallow,,2,Seedling,inaturalist,6381,True,test,2745581
Hordeum pusillum,https://en.wikipedia.org/wiki/Hordeum_pusillum,Is little barley a perennial or annual plant?,Is this plant a perennial or annual plant?,automatic,annual,,2,Description,inaturalist,6383,True,test,2693511
Hydrophyllum tenuipes,https://en.wikipedia.org/wiki/Hydrophyllum_tenuipes,Where does the hydrophyllum tenuipes plant form large colonies?,Where does this plant form large colonies?,automatic,wooded areas,,1,Ecology,inaturalist,7158,True,test,2699778
Hydroprogne caspia,https://en.wikipedia.org/wiki/Caspian_tern,When is breeding season for the hydroprogne caspia?,When is breeding season for this bird?,automatic,spring and summer,,5,Breeding,inaturalist,3406,True,test,2731253
Hygraula nitens,https://en.wikipedia.org/wiki/Hygraula_nitens,What family does the pond moth belong to?,What family does this moth belong to?,automatic,Crambidae,,0,Hygraula nitens,inaturalist,897,True,test,2689046
Hymenocallis littoralis,https://en.wikipedia.org/wiki/Hymenocallis_littoralis,When does the hymenocallis littoralis stop blooming?,When does this plant stop blooming?,automatic,late autumn,,3,Horticulture,inaturalist,5857,True,test,2786168
Hymenophyllum nephrophyllum,https://en.wikipedia.org/wiki/Hymenophyllum_nephrophyllum,What are the fronds of the kidney fern only four to six cells in?,What are the fronds of this plant only four to six cells in?,automatic,thickness,,0,Hymenophyllum nephrophyllum,inaturalist,9881,True,test,2717339
Hypena proboscidalis,https://en.wikipedia.org/wiki/Hypena_proboscidalis,Is the hypena proboscidalis found or not found in europe?,Is this moth found or not found in europe?,automatic,found,,1,Distribution and habitat,inaturalist,1052,True,test,2784582
Hypolycaena erylus,https://en.wikipedia.org/wiki/Hypolycaena_erylus,What family does the common tit belong to?,What family does this butterfly belong to?,automatic,lycaenids,,0,Hypolycaena erylus,inaturalist,1483,True,test,2731956
Icteria virens,https://en.wikipedia.org/wiki/Yellow-breasted_chat,What measurement ranges from 23 to 27 cm in the yellow-breasted chat?,What measurement ranges from 23 to 27 cm in this bird?,automatic,wingspan,,3,Description,inaturalist,3905,True,test,2692318
Idaea biselata,https://en.wikipedia.org/wiki/Small_fan-footed_wave,Who first described the small fan-footed wave?,Who first described this moth?,automatic,Johann Siegfried Hufnagel,,0,Small fan-footed wave,inaturalist,1234,True,test,2761254
Ipomoea quamoclit,https://en.wikipedia.org/wiki/Ipomoea_quamoclit,When does ipomoea quamoclit flower?,When does this plant flower?,automatic,summer and fall,,6,Cultivation and uses,inaturalist,9706,True,test,2704504
Ipomopsis rubra,https://en.wikipedia.org/wiki/Ipomopsis_rubra,What is one common name for ipomopsis rubra?,What is one common name for this plant?,automatic,standing cypress,,0,Ipomopsis rubra,inaturalist,7815,True,test,2737350
Iridomyrmex purpureus,https://en.wikipedia.org/wiki/Meat_ant,What do meat ants remove from the surface of their nests?,What do these ants remove from the surface of their nests?,automatic,vegetation,,6,Nests,inaturalist,755,True,test,2735994
Iris ruthenica,https://en.wikipedia.org/wiki/Iris_ruthenica,What is the name of the white appendage on the edge of the seed of iris ruthenica?,What is the name of the white appendage on the edge of the seed of this plant?,automatic,aril,,1,Description,inaturalist,5972,True,test,2750566
Ischnura heterosticta,https://en.wikipedia.org/wiki/Ischnura_heterosticta,In what country is ischnura heterosticta found?,In what country is this insect found?,automatic,Australia,,2,Distribution,inaturalist,2388,True,test,2741214
Ixobrychus exilis,https://en.wikipedia.org/wiki/Least_bittern,Is the least bittern a large or small heron?,Is this bird a large or small heron?,automatic,small,,0,Least bittern,inaturalist,4381,True,test,2757615
Juglans cinerea,https://en.wikipedia.org/wiki/Juglans_cinerea,What form of the fruit of the juglans cinerea can be used to poison fish?,What form of the fruit of this tree can be used to poison fish?,automatic,Crushed,,17,Fishing,inaturalist,8216,True,test,2769010
Juncus effusus,https://en.wikipedia.org/wiki/Juncus_effusus,What type of fertilizer is used to control juncus effusus?,What type of fertilizer is used to control this plant?,automatic,inorganic,,8,Weed control,inaturalist,6309,True,test,2765143
Jynx torquilla,https://en.wikipedia.org/wiki/Eurasian_wryneck,Who described the eurasian wryneck in 1758?,Who described this bird in 1758?,automatic,Carl Linnaeus,,1,Taxonomy and etymology,inaturalist,4448,True,test,2785166
Knautia arvensis,https://en.wikipedia.org/wiki/Knautia_arvensis,What kind of scabious is knautia arvensis commonly known as?,What kind of scabious is this plant commonly known as?,automatic,field,,0,Knautia arvensis,inaturalist,7639,False,test,2756336
Knautia arvensis,https://en.wikipedia.org/wiki/Knautia_arvensis,What is field scabious also known as?,What is this plant also known as?,automatic,Knautia arvensis,,0,Knautia arvensis,inaturalist,7639,False,test,2755953
Knautia arvensis,https://en.wikipedia.org/wiki/Knautia_arvensis,What is another name for field scabious?,What is another name for this plant?,automatic,Knautia arvensis,,0,Knautia arvensis,inaturalist,7639,False,test,2762862
Knautia arvensis,https://en.wikipedia.org/wiki/Knautia_arvensis,How many millimeters in size is the fruit of knautia arvensis?,How many millimeters in size is the fruit of this plant?,automatic,5–6,,1,Description,inaturalist,7639,False,test,2718342
Knautia arvensis,https://en.wikipedia.org/wiki/Knautia_arvensis,What does each floret of knautia arvensis have 4 of?,What does each floret of this plant have 4 of?,automatic,stamens,,1,Description,inaturalist,7639,False,test,2772769
Knautia arvensis,https://en.wikipedia.org/wiki/Knautia_arvensis,"Besides dry soils, what does knautia arvensis prefer?","Besides dry soils, what does this plant prefer?",automatic,grassy places,,1,Description,inaturalist,7639,False,test,2723287
Knautia arvensis,https://en.wikipedia.org/wiki/Knautia_arvensis,What does the marsh fritillary use knautia arvensis for?,What does the marsh fritillary use this plant for?,automatic,a foodplant,,2,Ecology,inaturalist,7639,False,test,2757406
Knautia arvensis,https://en.wikipedia.org/wiki/Knautia_arvensis,What does the marsh fritillary use knautia arvensis as?,What does the marsh fritillary use this plant as?,automatic,a foodplant,,2,Ecology,inaturalist,7639,False,test,2717358
Lactuca canadensis,https://en.wikipedia.org/wiki/Lactuca_canadensis,What can the lactuca canadensis appear to be?,What can this plant appear to be?,automatic,a weedy plant,,1,Description,inaturalist,6861,True,test,2721725
Lamium album,https://en.wikipedia.org/wiki/Lamium_album,How do the leaves of lamium album resemble stinging nettle leaves?,How do the leaves of this plant resemble stinging nettle leaves?,automatic,superficially,,1,Description,inaturalist,8445,True,test,2736448
Lamium purpureum,https://en.wikipedia.org/wiki/Lamium_purpureum,Is lamium purpureum often or rarely found with henbit dead-nettle?,Is this plant often or rarely found with henbit dead-nettle?,automatic,often,,1,Description,inaturalist,8449,True,test,2743057
Lamprocapnos spectabilis,https://en.wikipedia.org/wiki/Lamprocapnos,What is the common name of lamprocapnos spectabilis?,What is the common name of this plant?,automatic,bleeding heart,,0,Lamprocapnos,inaturalist,9182,True,test,2745001
Lanius senator,https://en.wikipedia.org/wiki/Woodchat_shrike,What kind of branch does the woodchat shrike perch on?,What kind of branch does this bird perch on?,automatic,tree,,6,Food and feeding,inaturalist,3914,True,test,2782467
Largus californicus,https://en.wikipedia.org/wiki/Largus_californicus,What color are nymphs of the california bordered plant bug?,What color are nymphs of this insect?,automatic,metallic blue,,0,Largus californicus,inaturalist,583,False,test,2714210
Largus californicus,https://en.wikipedia.org/wiki/Largus_californicus,What part of north america is the california bordered plant bug found?,What part of north america is this insect found?,automatic,western,,0,Largus californicus,inaturalist,583,False,test,2693891
Largus californicus,https://en.wikipedia.org/wiki/Largus_californicus,What do nymphs of the california bordered plant bug get at the base of their abdomen?,What do nymphs of this insect get at the base of their abdomen?,automatic,a red spot,,0,Largus californicus,inaturalist,583,False,test,2716487
Largus californicus,https://en.wikipedia.org/wiki/Largus_californicus,Where are the orange edges on the adult california bordered plant bug?,Where are the orange edges on the adult of this insect?,automatic,thorax and abdomen,,0,Largus californicus,inaturalist,583,False,test,2690605
Larix decidua,https://en.wikipedia.org/wiki/Larix_decidua,"Along with the carpathian mountains and pyrenees, in what mountain range is the european larch native?","Along with the carpathian mountains and pyrenees, in what mountain range is this tree native?",automatic,Alps,,0,Larix decidua,inaturalist,9803,True,test,2732468
Larus livens,https://en.wikipedia.org/wiki/Yellow-footed_gull,How does the iucn rate the larus livens?,How does the iucn rate this bird?,automatic,least concern,,4,Status,inaturalist,3421,True,test,2714908
Lathyrus latifolius,https://en.wikipedia.org/wiki/Lathyrus_latifolius,Do the leaves of lathyrus latifolius consist or consist of a single pair of leaflets and a winged petiole?,Do the leaves of this plant consist or consist of a single pair of leaflets and a winged petiole?,automatic,consisting,,1,Morphology,inaturalist,7981,True,test,2721740
Laurus nobilis,https://en.wikipedia.org/wiki/Laurus_nobilis,Aqueous extracts of bay laurel have been used as an astringent and what for open wounds?,Aqueous extracts of this plant have been used as an astringent and what for open wounds?,automatic,salve,,6,Alternative medicine,inaturalist,8750,True,test,2738997
Layia platyglossa,https://en.wikipedia.org/wiki/Layia_platyglossa,What color are the tips of the layia platyglossa's ray flowers?,What color are the tips of the this plant's ray flowers?,automatic,white,,2,Description,inaturalist,6869,True,test,2688139
Layia platyglossa,https://en.wikipedia.org/wiki/Layia_platyglossa,What shape are the embryos of layia platyglossa seeds?,What shape are the embryos of this plant's seeds?,automatic,straight,,2,Description,inaturalist,6869,True,test,2746917
Leonotis leonurus,https://en.wikipedia.org/wiki/Leonotis_leonurus,In what type of climate will leonotis leonurus continue to flower into winter?,In what type of climate will this plant continue to flower into winter?,automatic,warmer,,1,Description,inaturalist,8451,True,test,2744556
Lepidium campestre,https://en.wikipedia.org/wiki/Lepidium_campestre,What color are the flowers of lepidium campestre?,What color are the flowers of this plant?,automatic,white,,0,Lepidium campestre,inaturalist,7255,True,test,2693476
Lepidium didymum,https://en.wikipedia.org/wiki/Lepidium_didymum,How often is lepidium didymum cited as native to south america?,How often is this plant cited as native to south america?,automatic,often,,3,Distribution,inaturalist,7257,True,test,2757994
Leptospermum scoparium,https://en.wikipedia.org/wiki/Leptospermum_scoparium,What is the scientific name of the manuka beetle?,What is the scientific name of the manuka beetle that attacks this plant?,automatic,Pyronota festiva,,4,Pests and diseases,inaturalist,9013,True,test,2785328
Leptosyne gigantea,https://en.wikipedia.org/wiki/Coreopsis_gigantea,What is the rest of the trunk of the leptosyne gigantea?,What is the rest of the trunk of this plant?,automatic,bare,,1,Description,inaturalist,6872,True,test,2727586
Leptosyne gigantea,https://en.wikipedia.org/wiki/Coreopsis_gigantea,What kind of restoration projects are giant coreopsis used in?,What kind of restoration projects are this plant used in?,automatic,habitat,,3,Cultivation,inaturalist,6872,True,test,2748120
Leptotila verreauxi,https://en.wikipedia.org/wiki/White-tipped_dove,What color is the bill of the white-tipped dove?,What color is the bill of this bird?,automatic,black,,3,Description,inaturalist,3525,True,test,2735932
Leucojum vernum,https://en.wikipedia.org/wiki/Leucojum_vernum,What is leucojum vernum's relationship to central europe?,What is this plant's relationship to central europe?,automatic,native,,4,Distribution and habitat,inaturalist,5860,True,test,2737999
Leycesteria formosa,https://en.wikipedia.org/wiki/Leycesteria_formosa,When can leycesteria formosa be pruned back hard?,When can this plant be pruned back hard?,automatic,if desired,,6,Habitat and cultivation,inaturalist,7640,True,test,2698609
Lilium superbum,https://en.wikipedia.org/wiki/Lilium_superbum,"Besides size and color, what else is the lilium superbum variable in?","Besides size and color, what else is this plant variable in?",automatic,form,,1,Description,inaturalist,6179,True,test,2695668
Limnaecia phragmitella,https://en.wikipedia.org/wiki/Limnaecia_phragmitella,"In addition to europe, australia and new zealand, what other continent is the shy cosmet moth known from?","In addition to europe, australia and new zealand, what other continent is this moth known from?",automatic,Asia,,0,Limnaecia phragmitella,inaturalist,853,True,test,2767282
Linnaea borealis,https://en.wikipedia.org/wiki/Linnaea_borealis,What type of underground ice does linnaea borealis like to grow near?,What type of underground ice does this plant like to grow near?,automatic,periglacial,,3,Ecology and distribution,inaturalist,7641,True,test,2753221
Linum lewisii,https://en.wikipedia.org/wiki/Linum_lewisii,In what kind of conditions is linum lewisii aggressive?,In what kind of conditions is this plant aggressive?,automatic,favorable,,1,Cultivation,inaturalist,8838,True,test,2725381
Lobelia siphilitica,https://en.wikipedia.org/wiki/Lobelia_siphilitica,Is lobelia siphilitica a native or non-native species?,Is this plant a native or non-native species?,automatic,native,,0,Lobelia siphilitica,inaturalist,7110,False,test,2767310
Lobelia siphilitica,https://en.wikipedia.org/wiki/Lobelia_siphilitica,What country besides canada is the great blue lobelia native to?,What country besides canada is this plant native to?,automatic,United States,,0,Lobelia siphilitica,inaturalist,7110,False,test,2744660
Lobelia siphilitica,https://en.wikipedia.org/wiki/Lobelia_siphilitica,Is the life span of the great blue lobelia long or short?,Is the life span of this plant long or short?,automatic,short,,0,Lobelia siphilitica,inaturalist,7110,False,test,2769527
Lobelia siphilitica,https://en.wikipedia.org/wiki/Lobelia_siphilitica,What part of the leaf does lobelia siphilitica not have?,What part of the leaf does this plant not have?,automatic,leaf stalk,,2,Morphology,inaturalist,7110,False,test,2725753
Lobelia siphilitica,https://en.wikipedia.org/wiki/Lobelia_siphilitica,What is the process of lobelia siphilitica?,What is the process of this plant?,automatic,Cultivation,,4,Cultivation,inaturalist,7110,False,test,2705463
